user_id,skill_name,correct
713,48,0
568,75,0
259,3,0
259,3,0
519,75,0
259,3,0
847,77,0
847,77,0
259,3,0
519,75,1
259,3,0
684,77,1
847,77,0
847,77,0
519,76,1
847,77,0
713,77,0
847,77,0
546,56,1
847,77,0
519,2,1
519,77,0
684,1,0
684,1,0
713,77,0
713,77,0
259,3,0
713,77,1
542,75,1
259,3,0
198,3,0
542,2,1
542,77,0
713,11,0
713,11,0
713,11,0
542,77,1
406,56,1
406,75,1
259,3,0
259,3,0
406,76,0
90,3,0
90,3,0
90,3,0
259,3,0
814,89,1
814,90,0
